customer_id,customer_type,first_name,last_name,company_name,nationality,document_type,document_id,birth_year,gender,residence_country,residence_department,residence_locality,primary_branch_id,registration_year,customer_status,closing_year,employment_status,monthly_income,business_sector,company_size,foundation_year,annual_revenue
C0000020,INDIVIDUAL,Miguel,Cardozo,,URUGUAY,CI,CI5104348,1998,MALE,URUGUAY,Montevideo,Montevideo,037,2022,ACTIVE,,SELF_EMPLOYED,46517.88,,,,
C0000021,BUSINESS,,,Barraca Montevideo S.A.,,RUT,RUT23713119768,,,URUGUAY,Montevideo,Montevideo,037,2019,CLOSED,2026,,,COMMERCE,LARGE,2016,139921357.71
C0000022,INDIVIDUAL,Valentina,Suárez,,URUGUAY,CI,CI4129565,1995,FEMALE,URUGUAY,Montevideo,Montevideo,026,2017,ACTIVE,,STUDENT,25539.37,,,,
C0000023,INDIVIDUAL,Héctor,Pereira,,URUGUAY,CI,CI1450990,1957,MALE,URUGUAY,Colonia,Colonia del Sacramento,027,2022,ACTIVE,,EMPLOYED,106380.27,,,,
C0000024,INDIVIDUAL,Helena,Araújo,,BRAZIL,CI,CI3888639,1974,FEMALE,URUGUAY,Florida,Sarandí Grande,029,2023,ACTIVE,,SELF_EMPLOYED,102921.11,,,,
C0000025,INDIVIDUAL,Santiago,Barrios Olivera,,URUGUAY,CI,CI2606614,1983,MALE,URUGUAY,Montevideo,Montevideo,019,2009,ACTIVE,,EMPLOYED,102261.94,,,,
C0000026,INDIVIDUAL,Mirta,Ramos,,URUGUAY,CI,CI2667086,1970,FEMALE,URUGUAY,Canelones,Ciudad de la Costa,003,1997,CLOSED,2010,SELF_EMPLOYED,330122.21,,,,
C0000027,INDIVIDUAL,Fernando,Silva,,URUGUAY,CI,CI5481406,1986,MALE,URUGUAY,Treinta y Tres,Rincón,004,2004,ACTIVE,,SELF_EMPLOYED,51287.11,,,,
C0000028,INDIVIDUAL,Soledad,Ramos,,URUGUAY,CI,CI2780579,1981,FEMALE,URUGUAY,Maldonado,San Carlos,014,2025,ACTIVE,,EMPLOYED,21229.53,,,,
C0000029,INDIVIDUAL,Pablo,Martínez,,URUGUAY,CI,CI3167345,1975,MALE,URUGUAY,Durazno,Durazno,021,2011,CLOSED,2020,EMPLOYED,61157.7,,,,
C0000030,INDIVIDUAL,Santiago,Sosa Techera,,URUGUAY,CI,CI5163936,2000,MALE,URUGUAY,Flores,Ismael Cortinas,033,2021,ACTIVE,,SELF_EMPLOYED,182347.47,,,,
C0000031,INDIVIDUAL,Josefina,Romero,,VENEZUELA,PASSPORT,PFK2843183,1957,FEMALE,URUGUAY,Montevideo,Montevideo,019,2026,ACTIVE,,SELF_EMPLOYED,73194.33,,,,
C0000032,INDIVIDUAL,María,Pérez,,URUGUAY,CI,CI2410879,1972,FEMALE,URUGUAY,Río Negro,Young,026,2024,ACTIVE,,SELF_EMPLOYED,120214.58,,,,
C0000033,INDIVIDUAL,Pablo,Suárez,,URUGUAY,CI,CI4053092,1999,MALE,URUGUAY,San José,San José de Mayo,030,2025,ACTIVE,,UNEMPLOYED,72257.21,,,,
C0000034,INDIVIDUAL,Clara,Rodríguez,,URUGUAY,CI,CI5245315,2000,FEMALE,URUGUAY,Montevideo,Montevideo,025,2020,CLOSED,2021,SELF_EMPLOYED,74015.92,,,,
C0000035,INDIVIDUAL,Mónica,Álvarez Pérez,,URUGUAY,CI,CI3185415,1947,FEMALE,ARGENTINA,,,033,2018,CLOSED,2020,RETIRED,62116.78,,,,
C0000036,INDIVIDUAL,Susana,Sánchez García,,ARGENTINA,FOREIGN_ID,FWR74985369,1973,FEMALE,URUGUAY,Paysandú,Paysandú,019,2014,ACTIVE,,SELF_EMPLOYED,149769.51,,,,
C0000037,INDIVIDUAL,Jorge,Torres,,URUGUAY,CI,CI4445725,1965,MALE,URUGUAY,Durazno,Centenario,003,1993,ACTIVE,,EMPLOYED,64625.3,,,,
C0000038,INDIVIDUAL,Martina,Rodríguez,,URUGUAY,CI,CI3941576,2000,FEMALE,URUGUAY,Cerro Largo,Plácido Rosas,009,2023,ACTIVE,,EMPLOYED,67410.75,,,,
C0000039,INDIVIDUAL,Sergio,López Rodríguez,,URUGUAY,CI,CI5381874,1991,MALE,URUGUAY,Montevideo,Montevideo,026,2020,ACTIVE,,EMPLOYED,89794.24,,,,
C0000040,INDIVIDUAL,Patricia,Gómez,,URUGUAY,CI,CI5020254,2007,FEMALE,URUGUAY,Montevideo,Montevideo,019,2025,ACTIVE,,STUDENT,17136.33,,,,
C0000041,INDIVIDUAL,Alberto,Fernández,,URUGUAY,CI,CI2280273,1932,MALE,URUGUAY,Montevideo,Montevideo,023,2020,ACTIVE,,RETIRED,131672.51,,,,
C0000042,INDIVIDUAL,Delfina,Díaz Pereira,,URUGUAY,CI,CI4680882,1999,FEMALE,URUGUAY,Canelones,Pando,018,2020,ACTIVE,,EMPLOYED,77506.48,,,,
C0000043,INDIVIDUAL,Mabel,Fernández,,URUGUAY,CI,CI3155109,1933,FEMALE,URUGUAY,Montevideo,Montevideo,002,1987,CLOSED,2013,RETIRED,23996.08,,,,
C0000044,INDIVIDUAL,Lucas,Pereira,,URUGUAY,CI,CI2855060,1989,MALE,URUGUAY,Soriano,Dolores,031,2024,ACTIVE,,SELF_EMPLOYED,163146.26,,,,
C0000045,INDIVIDUAL,Nicolás,Fernández,,ARGENTINA,CI,CI2966388,1988,MALE,URUGUAY,Montevideo,Montevideo,017,2023,ACTIVE,,EMPLOYED,32556.3,,,,
C0000046,BUSINESS,,,Establecimiento del Sur,,RUT,RUT18658156021,,,URUGUAY,Canelones,Sauce,018,2019,ACTIVE,,,,AGRICULTURE,MICRO,2009,23335492.51
C0000047,INDIVIDUAL,Paula,Acosta,,URUGUAY,CI,CI1322616,1959,FEMALE,URUGUAY,Cerro Largo,Melo,005,1991,CLOSED,2015,RETIRED,61455.55,,,,
C0000048,INDIVIDUAL,Valeria,González,,URUGUAY,CI,CI2564751,1974,FEMALE,URUGUAY,Montevideo,Montevideo,025,2024,ACTIVE,,EMPLOYED,96119.98,,,,
C0000049,INDIVIDUAL,Daniel,Olivera,,URUGUAY,CI,CI5305041,1982,MALE,URUGUAY,Tacuarembó,Tacuarembó,024,2014,ACTIVE,,EMPLOYED,75345.61,,,,
C0000050,INDIVIDUAL,Dante,Cardozo,,URUGUAY,CI,CI2810210,1990,MALE,URUGUAY,Canelones,Ciudad de la Costa,028,2018,ACTIVE,,EMPLOYED,101016.2,,,,
C0000051,INDIVIDUAL,Sofía,Ferreira,,URUGUAY,CI,CI2565546,1951,FEMALE,URUGUAY,Montevideo,Montevideo,019,2025,ACTIVE,,RETIRED,13693.59,,,,
C0000052,INDIVIDUAL,Sandra,Rodríguez,,URUGUAY,CI,CI3613361,1961,FEMALE,URUGUAY,Montevideo,Montevideo,011,1999,ACTIVE,,UNEMPLOYED,20002.49,,,,
C0000053,INDIVIDUAL,Simón,Gómez Ramos,,URUGUAY,CI,CI3919822,1986,MALE,URUGUAY,Montevideo,Montevideo,026,2026,ACTIVE,,EMPLOYED,79216.48,,,,
C0000054,INDIVIDUAL,Matías,Sosa Acosta,,URUGUAY,CI,CI4661886,1971,MALE,URUGUAY,Canelones,La Paz,017,2006,CLOSED,2024,EMPLOYED,97086.55,,,,
C0000055,INDIVIDUAL,Juana,Acosta,,URUGUAY,CI,CI5208994,1977,FEMALE,URUGUAY,Montevideo,Montevideo,004,1999,ACTIVE,,SELF_EMPLOYED,85825.94,,,,
C0000056,INDIVIDUAL,Andrés,Pereira González,,URUGUAY,CI,CI3854686,1978,MALE,URUGUAY,Canelones,Las Piedras,014,1998,ACTIVE,,SELF_EMPLOYED,55132.97,,,,
C0000057,INDIVIDUAL,Paula,Méndez,,URUGUAY,CI,CI3431505,1969,FEMALE,URUGUAY,Maldonado,Punta del Este,008,1990,CLOSED,2008,EMPLOYED,68507.61,,,,
C0000058,INDIVIDUAL,Víctor,Romero,,ARGENTINA,PASSPORT,PEM2609829,1966,MALE,URUGUAY,Paysandú,Paysandú,001,1990,ACTIVE,,EMPLOYED,102715.18,,,,
C0000059,BUSINESS,,,Servicios del Sur,,RUT,RUT77863972240,,,URUGUAY,Canelones,Progreso,009,2021,ACTIVE,,,,OTHER_SERVICES,MICRO,2020,21992999.56
C0000060,INDIVIDUAL,Virginia,Álvarez Sosa,,URUGUAY,CI,CI2831088,1978,FEMALE,URUGUAY,Artigas,Artigas,024,2014,ACTIVE,,EMPLOYED,71260.22,,,,
C0000061,INDIVIDUAL,Pablo,Rodríguez,,URUGUAY,CI,CI3715359,1947,MALE,URUGUAY,Montevideo,Montevideo,001,1973,ACTIVE,,RETIRED,76930.36,,,,
C0000062,INDIVIDUAL,Marta,Méndez,,URUGUAY,CI,CI2337382,1970,FEMALE,URUGUAY,Paysandú,Paysandú,034,2018,CLOSED,2021,EMPLOYED,67785.94,,,,
C0000063,INDIVIDUAL,Miguel,Ramos,,URUGUAY,CI,CI3870634,1987,MALE,URUGUAY,Soriano,Cardona,031,2024,ACTIVE,,EMPLOYED,103584.73,,,,
C0000064,INDIVIDUAL,María,López,,URUGUAY,CI,CI1877023,1966,FEMALE,URUGUAY,Rivera,Rivera,001,2006,CLOSED,2015,UNEMPLOYED,38413.68,,,,
C0000065,BUSINESS,,,Mercado del Sur,,RUT,RUT99620732581,,,URUGUAY,Canelones,Pando,017,2020,CLOSED,2022,,,COMMERCE,MICRO,1983,2233130.3
C0000066,INDIVIDUAL,Franco,Moreira Fernández,,URUGUAY,CI,CI4478641,1987,MALE,URUGUAY,Artigas,Baltasar Brum,022,2010,ACTIVE,,EMPLOYED,81172.15,,,,
C0000067,INDIVIDUAL,Emilia,Méndez,,URUGUAY,CI,CI2420920,1974,FEMALE,URUGUAY,Colonia,Colonia del Sacramento,027,2022,ACTIVE,,EMPLOYED,197887.09,,,,
C0000068,INDIVIDUAL,Teresa,Cabrera,,URUGUAY,CI,CI5205230,1987,FEMALE,URUGUAY,Maldonado,Piriápolis,014,2024,ACTIVE,,EMPLOYED,87659.41,,,,
C0000069,BUSINESS,,,Manufacturas Castro,,RUT,RUT68687534465,,,URUGUAY,Montevideo,Montevideo,019,2021,ACTIVE,,,,INDUSTRY,MICRO,2021,6995772.08
C0000070,INDIVIDUAL,Ramiro,González,,URUGUAY,CI,CI4805713,1989,MALE,URUGUAY,Canelones,Canelones,020,2024,ACTIVE,,EMPLOYED,129468.57,,,,
C0000071,INDIVIDUAL,Salvador,González Acosta,,URUGUAY,CI,CI4961192,2001,MALE,URUGUAY,San José,Ciudad del Plata,030,2026,ACTIVE,,SELF_EMPLOYED,122051.87,,,,
C0000072,INDIVIDUAL,Ricardo,Moreira,,URUGUAY,CI,CI1121383,1943,MALE,URUGUAY,Rivera,Vichadero,022,2018,ACTIVE,,RETIRED,49018.65,,,,
C0000073,INDIVIDUAL,Lucía,Olivera,,URUGUAY,CI,CI2512613,1984,FEMALE,URUGUAY,Salto,Colonia Lavalleja,015,2009,CLOSED,2014,EMPLOYED,53709.02,,,,
C0000074,INDIVIDUAL,Nicolás,Sosa,,URUGUAY,CI,CI4750750,1994,MALE,URUGUAY,Montevideo,Montevideo,026,2014,CLOSED,2019,EMPLOYED,83037.59,,,,
C0000075,INDIVIDUAL,Alejandro,Pereira,,URUGUAY,CI,CI3667689,1991,MALE,URUGUAY,Montevideo,Montevideo,025,2024,ACTIVE,,SELF_EMPLOYED,112529.05,,,,
C0000076,INDIVIDUAL,Laura,López,,URUGUAY,CI,CI4133124,1997,FEMALE,URUGUAY,Paysandú,Paysandú,034,2022,ACTIVE,,EMPLOYED,90929.17,,,,
C0000077,INDIVIDUAL,María,García,,URUGUAY,CI,CI3288768,1950,FEMALE,URUGUAY,Montevideo,Montevideo,019,2013,ACTIVE,,RETIRED,61514.46,,,,
C0000078,INDIVIDUAL,Víctor,Álvarez,,URUGUAY,CI,CI3617675,1979,MALE,URUGUAY,Montevideo,Montevideo,019,2011,ACTIVE,,SELF_EMPLOYED,105104.04,,,,
C0000079,INDIVIDUAL,Natália,Silva,,BRAZIL,FOREIGN_ID,FWC86300239,1968,FEMALE,BRAZIL,,,001,2007,CLOSED,2016,EMPLOYED,29054.34,,,,
C0000080,INDIVIDUAL,Matías,Ramos,,URUGUAY,CI,CI4385110,1976,MALE,BRAZIL,,,023,2012,ACTIVE,,STUDENT,23402.94,,,,
C0000081,INDIVIDUAL,José,Techera,,URUGUAY,CI,CI3483032,1963,MALE,URUGUAY,Durazno,Durazno,021,2018,CLOSED,2019,OTHER,42125.25,,,,
C0000082,INDIVIDUAL,Santiago,Olivera Rodríguez,,URUGUAY,CI,CI4597547,1995,MALE,URUGUAY,Rivera,Masoller,036,2021,ACTIVE,,EMPLOYED,144390.32,,,,
C0000083,INDIVIDUAL,Carmen,Silva,,URUGUAY,CI,CI1539950,1971,FEMALE,URUGUAY,Montevideo,Montevideo,019,2006,ACTIVE,,RETIRED,86075.4,,,,
C0000084,BUSINESS,,,Manufacturas del Este,,RUT,RUT78271844654,,,URUGUAY,Salto,Salto,032,2020,ACTIVE,,,,INDUSTRY,MICRO,2006,2162122.65
C0000085,INDIVIDUAL,Mabel,Cabrera,,URUGUAY,CI,CI4221520,1968,FEMALE,URUGUAY,Salto,Salto,001,1996,ACTIVE,,EMPLOYED,86648.94,,,,
C0000086,BUSINESS,,,Barraca López,,RUT,RUT19378493836,,,URUGUAY,Durazno,Durazno,021,2017,ACTIVE,,,,COMMERCE,MICRO,2010,1793902.94
C0000087,INDIVIDUAL,Florencia,Rodríguez,,URUGUAY,CI,CI2863606,1970,FEMALE,URUGUAY,Montevideo,Montevideo,019,2021,ACTIVE,,EMPLOYED,78801.15,,,,
C0000088,INDIVIDUAL,Máximo,Cardozo,,URUGUAY,CI,CI4673066,1990,MALE,URUGUAY,Canelones,La Paz,018,2012,ACTIVE,,EMPLOYED,46176.88,,,,
C0000089,BUSINESS,,,Posada Alves,,RUT,RUT86748439484,,,URUGUAY,Montevideo,Montevideo,026,2020,ACTIVE,,,,TOURISM_HOSPITALITY,SMALL,2018,14131770.39
C0000090,INDIVIDUAL,Pablo,González,,URUGUAY,CI,CI4428354,2000,MALE,URUGUAY,Montevideo,Montevideo,017,2024,ACTIVE,,EMPLOYED,91341.87,,,,
C0000091,INDIVIDUAL,Oscar,Machado Suárez,,URUGUAY,CI,CI4466548,1992,MALE,URUGUAY,Montevideo,Montevideo,037,2026,ACTIVE,,UNEMPLOYED,31543.76,,,,
C0000092,INDIVIDUAL,Patricia,García Machado,,URUGUAY,CI,CI2866576,1978,FEMALE,URUGUAY,Colonia,Colonia del Sacramento,035,2026,ACTIVE,,SELF_EMPLOYED,255265.14,,,,
C0000093,INDIVIDUAL,Benjamín,Rodríguez,,URUGUAY,CI,CI3733778,2001,MALE,URUGUAY,Montevideo,Montevideo,025,2025,ACTIVE,,SELF_EMPLOYED,37107.7,,,,
C0000094,INDIVIDUAL,Clara,Castro,,URUGUAY,CI,CI4053066,1982,FEMALE,URUGUAY,Colonia,Carmelo,027,2020,ACTIVE,,SELF_EMPLOYED,17883.91,,,,
C0000095,INDIVIDUAL,Joaquín,Cabrera,,URUGUAY,CI,CI3746062,1984,MALE,URUGUAY,Montevideo,Montevideo,037,2025,ACTIVE,,EMPLOYED,68801.7,,,,
C0000096,INDIVIDUAL,Lautaro,González,,URUGUAY,CI,CI4844698,1999,MALE,URUGUAY,Montevideo,Montevideo,019,2020,ACTIVE,,EMPLOYED,34262.46,,,,
C0000097,INDIVIDUAL,Thiago,Acosta,,URUGUAY,CI,CI4118004,1997,MALE,URUGUAY,Canelones,Ciudad de la Costa,020,2021,ACTIVE,,SELF_EMPLOYED,109475.27,,,,
C0000098,INDIVIDUAL,Ricardo,Moreira Suárez,,URUGUAY,CI,CI3059398,1979,MALE,URUGUAY,Maldonado,Punta del Este,012,2010,ACTIVE,,EMPLOYED,149518.44,,,,
C0000099,INDIVIDUAL,Graciela,Acosta,,URUGUAY,CI,CI2882408,1977,FEMALE,URUGUAY,Artigas,Artigas,002,2014,ACTIVE,,EMPLOYED,55107.72,,,,
C0000100,INDIVIDUAL,Mario,González Moreira,,URUGUAY,CI,CI1024118,1946,MALE,URUGUAY,San José,Ciudad del Plata,013,2015,ACTIVE,,RETIRED,30329.57,,,,
C0000101,INDIVIDUAL,Elena,Díaz,,URUGUAY,CI,CI3958917,1982,FEMALE,URUGUAY,Cerro Largo,Isidoro Noblía,013,2014,CLOSED,2021,EMPLOYED,75525.32,,,,
C0000102,INDIVIDUAL,Julio,Martínez,,URUGUAY,CI,CI1891288,1962,MALE,URUGUAY,Salto,Salto,013,1999,CLOSED,2020,OTHER,49663.9,,,,
C0000103,INDIVIDUAL,Martín,Olivera,,URUGUAY,CI,CI2632680,1966,MALE,SPAIN,,,022,2017,ACTIVE,,RETIRED,87151.94,,,,
C0000104,BUSINESS,,,Logística del Olimar,,RUT,RUT90178190670,,,URUGUAY,Salto,Salto,027,2016,ACTIVE,,,,TRANSPORT_LOGISTICS,MICRO,1992,12485079.64
C0000105,INDIVIDUAL,Joaquín,Pereira,,URUGUAY,CI,CI3823170,1989,MALE,URUGUAY,Montevideo,Montevideo,025,2023,CLOSED,2023,EMPLOYED,61948.02,,,,
C0000106,INDIVIDUAL,Mauricio,Díaz Pereira,,URUGUAY,CI,CI5253577,1977,MALE,URUGUAY,Montevideo,Montevideo,017,2017,ACTIVE,,EMPLOYED,68079.43,,,,
C0000107,INDIVIDUAL,Carmen,Techera,,URUGUAY,CI,CI3943554,1960,FEMALE,URUGUAY,Soriano,Dolores,019,2015,CLOSED,2017,EMPLOYED,51001.88,,,,
C0000108,INDIVIDUAL,Adriana,Rodríguez,,URUGUAY,CI,CI2933692,1968,FEMALE,URUGUAY,Colonia,Nueva Helvecia,016,2005,ACTIVE,,EMPLOYED,64617.98,,,,
C0000109,INDIVIDUAL,Gabriela,Martínez,,URUGUAY,CI,CI5065041,1998,FEMALE,URUGUAY,Río Negro,Fray Bentos,035,2020,ACTIVE,,EMPLOYED,41183.81,,,,
C0000110,BUSINESS,,,Ganadera Oliveira,,RUT,RUT83538129274,,,URUGUAY,Canelones,Santa Lucía,023,2019,ACTIVE,,,,AGRICULTURE,SMALL,2015,9712429.67
C0000111,INDIVIDUAL,Fernando,Acosta,,URUGUAY,CI,CI2673219,1981,MALE,URUGUAY,Canelones,La Paz,018,2008,ACTIVE,,EMPLOYED,63160.75,,,,
C0000112,INDIVIDUAL,Gonzalo,Torres,,URUGUAY,CI,CI5741156,2000,MALE,URUGUAY,Treinta y Tres,Treinta y Tres,001,2021,CLOSED,2024,STUDENT,39402.27,,,,
C0000113,INDIVIDUAL,Liliana,Techera,,URUGUAY,CI,CI1819638,1954,FEMALE,URUGUAY,Salto,Salto,001,1972,CLOSED,2025,RETIRED,44061.8,,,,
C0000114,INDIVIDUAL,Adriana,Silva,,URUGUAY,CI,CI1617510,1973,FEMALE,URUGUAY,Salto,Salto,032,2024,ACTIVE,,EMPLOYED,72967.95,,,,
C0000115,INDIVIDUAL,Santiago,Techera,,URUGUAY,CI,CI3953536,1984,MALE,URUGUAY,San José,San José de Mayo,030,2021,ACTIVE,,EMPLOYED,69487.75,,,,
C0000116,BUSINESS,,,Asesores Montevideo,,RUT,RUT43784645986,,,URUGUAY,Montevideo,Montevideo,017,2018,CLOSED,2021,,,PROFESSIONAL_SERVICES,MICRO,1997,6734101.77
C0000117,BUSINESS,,,Grupo Barrios,,RUT,RUT62314396741,,,BRAZIL,,,013,2016,ACTIVE,,,,OTHER_SERVICES,SMALL,1996,55821105.92
C0000118,BUSINESS,,,Ganadera Monteiro,,RUT,RUT38557929690,,,URUGUAY,Lavalleja,Minas,012,2026,ACTIVE,,,,AGRICULTURE,SMALL,2021,9993485.85
C0000119,INDIVIDUAL,Mariana,Cabrera,,URUGUAY,CI,CI3400026,1984,FEMALE,URUGUAY,Canelones,Pando,015,2007,CLOSED,2024,SELF_EMPLOYED,104581.79,,,,
C0000120,INDIVIDUAL,Nicolás,Ramos,,URUGUAY,CI,CI2583855,1986,MALE,URUGUAY,Rivera,Rivera,036,2021,ACTIVE,,SELF_EMPLOYED,54172.08,,,,
C0000121,INDIVIDUAL,Alfredo,Techera,,URUGUAY,CI,CI3916706,1962,MALE,URUGUAY,Montevideo,Montevideo,019,2009,CLOSED,2015,EMPLOYED,67696.61,,,,
C0000122,INDIVIDUAL,Nadia,Müller,,OTHER,PASSPORT,PNI3114520,1962,FEMALE,URUGUAY,Montevideo,Montevideo,017,2012,CLOSED,2024,EMPLOYED,54828.12,,,,
C0000123,BUSINESS,,,Servicios Las Piedras,,RUT,RUT85570150673,,,URUGUAY,Canelones,Las Piedras,013,2003,ACTIVE,,,,OTHER_SERVICES,MICRO,1992,3408307.19
C0000124,INDIVIDUAL,Rosa,Sosa Méndez,,URUGUAY,CI,CI2716137,1985,FEMALE,URUGUAY,Rocha,Rocha,013,2013,CLOSED,2023,EMPLOYED,73182.23,,,,
C0000125,INDIVIDUAL,Adriana,Fernández,,URUGUAY,CI,CI1884814,1944,FEMALE,URUGUAY,Soriano,Dolores,013,2002,ACTIVE,,RETIRED,80581.46,,,,
C0000126,INDIVIDUAL,Rodrigo,Ribeiro,,BRAZIL,FOREIGN_ID,FPH22949556,2001,MALE,URUGUAY,Montevideo,Montevideo,019,2022,ACTIVE,,SELF_EMPLOYED,49186.02,,,,
C0000127,INDIVIDUAL,Lola,González Martínez,,ARGENTINA,CI,CI5933516,2002,FEMALE,URUGUAY,Montevideo,Montevideo,026,2025,CLOSED,2026,EMPLOYED,73854.3,,,,
C0000128,INDIVIDUAL,Claudia,Machado,,URUGUAY,CI,CI5471022,1987,FEMALE,URUGUAY,Florida,Florida,029,2026,ACTIVE,,EMPLOYED,63399.82,,,,
C0000129,INDIVIDUAL,Federico,Cabrera Martínez,,URUGUAY,CI,CI4642870,1987,MALE,URUGUAY,Canelones,Ciudad de la Costa,028,2023,ACTIVE,,EMPLOYED,63714.63,,,,
C0000130,INDIVIDUAL,Paula,López,,URUGUAY,CI,CI3991265,1982,FEMALE,URUGUAY,Rivera,Tranqueras,022,2014,ACTIVE,,EMPLOYED,37425.19,,,,
C0000131,BUSINESS,,,Agro Torres,,RUT,RUT18902132375,,,URUGUAY,Maldonado,San Carlos,003,2001,ACTIVE,,,,AGRICULTURE,SMALL,1955,27019041.3
C0000132,INDIVIDUAL,Clara,Silva Barrios,,URUGUAY,CI,CI4839267,2006,FEMALE,URUGUAY,Cerro Largo,Río Branco,010,2024,ACTIVE,,STUDENT,32211.97,,,,
C0000133,INDIVIDUAL,Beatriz,García Pérez,,URUGUAY,CI,CI2142232,1975,FEMALE,URUGUAY,Maldonado,Maldonado,013,2020,ACTIVE,,EMPLOYED,91103.86,,,,
C0000134,INDIVIDUAL,Adrián,García,,URUGUAY,CI,CI4058309,1983,MALE,URUGUAY,Rocha,Castillos,008,2008,CLOSED,2016,EMPLOYED,82022.92,,,,
C0000135,INDIVIDUAL,Sofía,Fernández Ramos,,URUGUAY,CI,CI5303873,2005,FEMALE,URUGUAY,Canelones,Canelones,020,2026,ACTIVE,,EMPLOYED,87766.85,,,,
C0000136,INDIVIDUAL,Martina,Cardozo,,URUGUAY,CI,CI5349572,2001,FEMALE,URUGUAY,Salto,Salto,032,2026,ACTIVE,,UNEMPLOYED,83946.38,,,,
C0000137,INDIVIDUAL,Luis,Ramírez Castillo,,VENEZUELA,CI,CI4234462,1981,MALE,URUGUAY,Montevideo,Montevideo,026,2022,ACTIVE,,EMPLOYED,132505.69,,,,
C0000138,INDIVIDUAL,Daniel,Torres Silva,,URUGUAY,CI,CI2762072,1958,MALE,URUGUAY,Tacuarembó,Tacuarembó,004,1984,ACTIVE,,RETIRED,48226.06,,,,
