customer_id,customer_type,first_name,last_name,company_name,nationality,document_type,document_id,birth_year,gender,residence_country,residence_department,residence_locality,primary_branch_id,registration_year,customer_status,closing_year,employment_status,monthly_income,business_sector,company_size,foundation_year,annual_revenue
C0000034,INDIVIDUAL,Florencia,López,,URUGUAY,CI,CI3121212,1967,FEMALE,URUGUAY,Montevideo,Montevideo,007,1991,CLOSED,1997,SELF_EMPLOYED,113092.23,,,,
C0000035,INDIVIDUAL,Oscar,Ramos,,URUGUAY,CI,CI5343352,1996,MALE,URUGUAY,Montevideo,Montevideo,037,2026,ACTIVE,,EMPLOYED,70387.1,,,,
C0000036,INDIVIDUAL,Nadia,Chen Khan,,OTHER,CI,CI3716090,1984,FEMALE,URUGUAY,Colonia,Nueva Helvecia,027,2019,ACTIVE,,EMPLOYED,66559.87,,,,
C0000037,INDIVIDUAL,Juan,Méndez Sosa,,URUGUAY,CI,CI4460100,1986,MALE,URUGUAY,Paysandú,Paysandú,017,2005,CLOSED,2023,EMPLOYED,72823.84,,,,
C0000038,INDIVIDUAL,Gustavo,López,,URUGUAY,CI,CI4534727,1989,MALE,URUGUAY,Rocha,La Paloma,009,2022,ACTIVE,,UNEMPLOYED,64610.58,,,,
C0000039,BUSINESS,,,Asesores Bentancur,,RUT,RUT12749903441,,,URUGUAY,Durazno,Sarandí del Yí,007,1992,ACTIVE,,,,PROFESSIONAL_SERVICES,MICRO,1986,3859013.83
C0000040,INDIVIDUAL,Martín,Castro,,URUGUAY,CI,CI4635028,1993,MALE,URUGUAY,San José,San José de Mayo,025,2013,ACTIVE,,EMPLOYED,33192.95,,,,
C0000041,INDIVIDUAL,Rolando,Rodríguez,,CUBA,FOREIGN_ID,FRX31820939,1967,MALE,URUGUAY,Colonia,Colonia del Sacramento,027,2022,ACTIVE,,OTHER,39088.76,,,,
C0000042,INDIVIDUAL,Natalia,Bentancur,,URUGUAY,CI,CI3779240,1977,FEMALE,URUGUAY,Cerro Largo,Río Branco,001,1997,ACTIVE,,SELF_EMPLOYED,377477.73,,,,
C0000043,INDIVIDUAL,Leonardo,Machado,,URUGUAY,CI,CI5179043,1983,MALE,URUGUAY,Canelones,Canelones,020,2008,ACTIVE,,EMPLOYED,49596.05,,,,
C0000044,INDIVIDUAL,Camila,Cardozo,,URUGUAY,CI,CI4762800,2000,FEMALE,URUGUAY,Canelones,Ciudad de la Costa,028,2026,ACTIVE,,EMPLOYED,60700.91,,,,
C0000045,INDIVIDUAL,Gustavo,Martínez Suárez,,URUGUAY,CI,CI4071010,1986,MALE,URUGUAY,Maldonado,Maldonado,013,2016,CLOSED,2021,UNEMPLOYED,67715.28,,,,
C0000046,INDIVIDUAL,Julio,Martínez,,URUGUAY,CI,CI4351979,1962,MALE,URUGUAY,Canelones,Las Piedras,005,1983,CLOSED,2005,EMPLOYED,70241.53,,,,
C0000047,INDIVIDUAL,Gabriel,Pérez,,URUGUAY,CI,CI2949948,1983,MALE,URUGUAY,Treinta y Tres,Treinta y Tres,001,2005,ACTIVE,,EMPLOYED,40282.28,,,,
C0000048,INDIVIDUAL,Pilar,Cardozo,,URUGUAY,CI,CI5650393,2001,FEMALE,URUGUAY,Canelones,Ciudad de la Costa,032,2021,ACTIVE,,SELF_EMPLOYED,32172.38,,,,
C0000049,INDIVIDUAL,Lucía,Bentancur,,URUGUAY,CI,CI4832233,1994,FEMALE,URUGUAY,Montevideo,Montevideo,026,2019,ACTIVE,,EMPLOYED,34547.73,,,,
C0000050,INDIVIDUAL,Raúl,Díaz,,URUGUAY,CI,CI1373275,1952,MALE,URUGUAY,Montevideo,Montevideo,002,1994,ACTIVE,,RETIRED,31275.42,,,,
C0000051,INDIVIDUAL,Diego,Pérez,,URUGUAY,CI,CI4058271,1971,MALE,URUGUAY,Montevideo,Montevideo,009,1995,ACTIVE,,EMPLOYED,47596.32,,,,
C0000052,INDIVIDUAL,Teresa,Viera,,URUGUAY,CI,CI3064289,1953,FEMALE,ARGENTINA,,,017,2006,ACTIVE,,RETIRED,32039.35,,,,
C0000053,BUSINESS,,,Ganadera del Olimar,,RUT,RUT54343384809,,,URUGUAY,Rocha,La Paloma,009,2020,ACTIVE,,,,AGRICULTURE,SMALL,2017,7937630.96
C0000054,INDIVIDUAL,Mariana,Méndez,,URUGUAY,CI,CI5109095,1987,FEMALE,URUGUAY,Salto,Salto,037,2021,ACTIVE,,OTHER,49691.48,,,,
C0000055,INDIVIDUAL,Hugo,Pereira,,URUGUAY,CI,CI1725883,1952,MALE,URUGUAY,Maldonado,Piriápolis,008,1987,ACTIVE,,RETIRED,36598.72,,,,
C0000056,INDIVIDUAL,Lucía,Olivera,,URUGUAY,CI,CI2513923,1970,FEMALE,URUGUAY,Lavalleja,Minas,006,2003,ACTIVE,,EMPLOYED,100452.57,,,,
C0000057,INDIVIDUAL,Andrés,Álvarez,,ARGENTINA,CI,CI3041109,1959,MALE,URUGUAY,Maldonado,Maldonado,019,2008,CLOSED,2023,OTHER,44427.23,,,,
C0000058,BUSINESS,,,Servicios Montevideo Ltda.,,RUT,RUT74535283158,,,URUGUAY,Montevideo,Montevideo,026,2024,ACTIVE,,,,HEALTH_EDUCATION,SMALL,2024,28405722.84
C0000059,INDIVIDUAL,Mónica,Martínez,,URUGUAY,CI,CI2160942,1962,FEMALE,URUGUAY,Canelones,Las Piedras,023,2023,ACTIVE,,EMPLOYED,154252.59,,,,
C0000060,INDIVIDUAL,Valentina,Rodríguez,,VENEZUELA,CI,CI3747236,1997,FEMALE,URUGUAY,Montevideo,Montevideo,026,2021,CLOSED,2026,UNEMPLOYED,49603.35,,,,
C0000061,INDIVIDUAL,Andrea,Fernández,,URUGUAY,CI,CI3133583,1976,FEMALE,URUGUAY,Canelones,Las Piedras,023,2011,CLOSED,2022,EMPLOYED,59249.06,,,,
C0000062,INDIVIDUAL,Juan,García,,URUGUAY,CI,CI5025030,1985,MALE,URUGUAY,Soriano,Cardona,031,2017,ACTIVE,,EMPLOYED,89843.91,,,,
C0000063,INDIVIDUAL,Adriana,Fernández,,URUGUAY,CI,CI4011031,1985,FEMALE,URUGUAY,Tacuarembó,San Gregorio de Polanco,023,2014,ACTIVE,,EMPLOYED,102695.98,,,,
C0000064,INDIVIDUAL,Sebastián,Torres,,URUGUAY,CI,CI3723040,1978,MALE,URUGUAY,Canelones,Pando,018,2024,ACTIVE,,SELF_EMPLOYED,340537.03,,,,
C0000065,INDIVIDUAL,Nicolás,Díaz,,URUGUAY,CI,CI3379155,1989,MALE,URUGUAY,Montevideo,Montevideo,025,2021,CLOSED,2026,EMPLOYED,95698.44,,,,
C0000066,INDIVIDUAL,Daniel,Mendoza,,VENEZUELA,FOREIGN_ID,FTQ96373716,1968,MALE,URUGUAY,Cerro Largo,Melo,005,2026,ACTIVE,,RETIRED,42677.38,,,,
C0000067,INDIVIDUAL,Ricardo,Olivera Pereira,,URUGUAY,CI,CI4079239,1964,MALE,BRAZIL,,,019,2015,ACTIVE,,RETIRED,56487.46,,,,
C0000068,BUSINESS,,,Hotel Alves,,RUT,RUT60791801741,,,URUGUAY,Montevideo,Montevideo,037,2022,CLOSED,2025,,,TOURISM_HOSPITALITY,MICRO,2021,22405861.85
C0000069,INDIVIDUAL,Mariano,Benítez,,ARGENTINA,FOREIGN_ID,FYA83467758,1978,MALE,URUGUAY,Maldonado,Maldonado,013,2001,ACTIVE,,EMPLOYED,115461.82,,,,
C0000070,INDIVIDUAL,Pablo,García,,URUGUAY,CI,CI2814695,1991,MALE,URUGUAY,Canelones,Toledo,020,2020,ACTIVE,,OTHER,97901.31,,,,
C0000071,INDIVIDUAL,Laura,Álvarez,,URUGUAY,CI,CI3910463,1991,FEMALE,URUGUAY,Cerro Largo,Melo,005,2009,CLOSED,2026,EMPLOYED,49135.33,,,,
C0000072,INDIVIDUAL,Amanda,Ferreira,,URUGUAY,CI,CI3920266,1999,FEMALE,BRAZIL,,,001,2025,ACTIVE,,EMPLOYED,50669.31,,,,
C0000073,INDIVIDUAL,Santino,Pereira,,URUGUAY,CI,CI4986618,2006,MALE,URUGUAY,Lavalleja,Minas,028,2024,ACTIVE,,OTHER,33785.19,,,,
C0000074,BUSINESS,,,Transportes Artigas,,RUT,RUT24007478007,,,URUGUAY,Artigas,Artigas,020,2017,ACTIVE,,,,TRANSPORT_LOGISTICS,MICRO,2011,5862104.2
C0000075,INDIVIDUAL,Paula,Viera,,URUGUAY,CI,CI3860796,1988,FEMALE,URUGUAY,Colonia,Carmelo,027,2018,ACTIVE,,SELF_EMPLOYED,94653.53,,,,
C0000076,INDIVIDUAL,Alejandro,Ferreira,,URUGUAY,CI,CI1562037,1958,MALE,URUGUAY,Canelones,Canelones,005,1987,CLOSED,2004,RETIRED,50701.35,,,,
C0000077,INDIVIDUAL,Josefina,Ramos,,URUGUAY,CI,CI4730349,1993,FEMALE,URUGUAY,Maldonado,San Carlos,013,2017,ACTIVE,,EMPLOYED,125299.89,,,,
C0000078,BUSINESS,,,Mercado Acosta Ltda.,,RUT,RUT40044743089,,,URUGUAY,Tacuarembó,Tacuarembó,024,2026,ACTIVE,,,,COMMERCE,SMALL,2026,9358918.2
C0000079,INDIVIDUAL,Jorge,Techera,,URUGUAY,CI,CI4636910,1985,MALE,URUGUAY,Canelones,Ciudad de la Costa,028,2022,ACTIVE,,SELF_EMPLOYED,355445.13,,,,
C0000080,INDIVIDUAL,Marcelo,Ferreira,,URUGUAY,CI,CI1728263,1971,MALE,URUGUAY,Canelones,Pando,018,2010,ACTIVE,,EMPLOYED,78495.98,,,,
C0000081,INDIVIDUAL,Adriana,Álvarez,,URUGUAY,CI,CI3703840,1967,FEMALE,URUGUAY,Salto,Salto,027,2016,ACTIVE,,UNEMPLOYED,79910.1,,,,
C0000082,INDIVIDUAL,Ricardo,Silva,,URUGUAY,CI,CI5070045,1978,MALE,URUGUAY,Maldonado,Pan de Azúcar,015,2013,CLOSED,2022,EMPLOYED,63113.86,,,,
C0000083,INDIVIDUAL,Leticia,Méndez Pereira,,URUGUAY,CI,CI2229230,1963,FEMALE,URUGUAY,Cerro Largo,Melo,005,2020,CLOSED,2023,RETIRED,33892.09,,,,
C0000084,INDIVIDUAL,Nélida,Suárez,,URUGUAY,CI,CI2558912,1947,FEMALE,URUGUAY,Canelones,La Paz,006,2002,CLOSED,2005,OTHER,128711.98,,,,
C0000085,INDIVIDUAL,Olivia,Cardozo,,URUGUAY,CI,CI5925713,2002,OTHER_OR_UNSPECIFIED,URUGUAY,Tacuarembó,Tacuarembó,024,2023,CLOSED,2023,EMPLOYED,60966.12,,,,
C0000086,INDIVIDUAL,Thiago,González,,URUGUAY,CI,CI5416603,2007,MALE,URUGUAY,Salto,Belén,032,2025,ACTIVE,,STUDENT,19590.7,,,,
C0000087,INDIVIDUAL,Paula,Machado,,URUGUAY,CI,CI2873959,1975,FEMALE,URUGUAY,Colonia,Carmelo,027,2023,ACTIVE,,EMPLOYED,74694.29,,,,
C0000088,INDIVIDUAL,Enrique,Cabrera González,,URUGUAY,CI,CI3137876,1974,MALE,URUGUAY,Florida,Sarandí Grande,016,1999,CLOSED,2010,SELF_EMPLOYED,29818.97,,,,
C0000089,INDIVIDUAL,Fernando,Sosa,,URUGUAY,CI,CI2888407,1976,MALE,URUGUAY,Salto,Salto,032,2023,CLOSED,2026,EMPLOYED,122858.27,,,,
C0000090,INDIVIDUAL,Gabriela,Sosa,,URUGUAY,CI,CI1588960,1976,FEMALE,URUGUAY,Cerro Largo,Melo,005,1995,ACTIVE,,EMPLOYED,111967.8,,,,
C0000091,INDIVIDUAL,Beatriz,Castro,,URUGUAY,CI,CI1334980,1960,FEMALE,URUGUAY,Montevideo,Montevideo,017,2011,CLOSED,2019,EMPLOYED,59940.99,,,,
C0000092,INDIVIDUAL,Ricardo,Méndez,,URUGUAY,CI,CI1954777,1957,MALE,URUGUAY,Montevideo,Montevideo,019,2010,ACTIVE,,RETIRED,48257.91,,,,
C0000093,INDIVIDUAL,Santiago,Viera,,URUGUAY,CI,CI5021028,2003,MALE,URUGUAY,Montevideo,Montevideo,037,2022,CLOSED,2023,STUDENT,20344.41,,,,
C0000094,INDIVIDUAL,Laura,González,,URUGUAY,CI,CI2755297,1990,FEMALE,URUGUAY,Paysandú,Paysandú,017,2012,ACTIVE,,EMPLOYED,137374.33,,,,
C0000095,INDIVIDUAL,Leonardo,Gómez,,URUGUAY,CI,CI2162096,1976,MALE,URUGUAY,Artigas,Artigas,036,2025,ACTIVE,,RETIRED,36146.38,,,,
C0000096,INDIVIDUAL,Renata,Olivera,,URUGUAY,CI,CI3789153,1980,FEMALE,URUGUAY,Montevideo,Montevideo,026,2022,ACTIVE,,EMPLOYED,32970.19,,,,
C0000097,INDIVIDUAL,Catalina,Olivera,,URUGUAY,CI,CI5487560,1998,FEMALE,URUGUAY,Canelones,Ciudad de la Costa,028,2022,ACTIVE,,EMPLOYED,43217.57,,,,
C0000098,INDIVIDUAL,Daniel,Martínez,,URUGUAY,CI,CI4162425,1971,MALE,URUGUAY,Rocha,La Pedrera,016,2020,CLOSED,2020,SELF_EMPLOYED,137608.82,,,,
C0000099,INDIVIDUAL,Eduardo,Pereira González,,URUGUAY,CI,CI1776298,1968,MALE,URUGUAY,Montevideo,Montevideo,009,1993,CLOSED,2009,RETIRED,87105.12,,,,
C0000100,INDIVIDUAL,Beatriz,Acosta Méndez,,URUGUAY,CI,CI1947894,1948,FEMALE,URUGUAY,Soriano,Villa Soriano,010,1994,CLOSED,2016,RETIRED,30997.54,,,,
C0000101,INDIVIDUAL,Julio,López,,URUGUAY,CI,CI3270994,1949,MALE,URUGUAY,Canelones,Ciudad de la Costa,017,2005,ACTIVE,,RETIRED,33676.54,,,,
C0000102,INDIVIDUAL,Andrés,Pereira Díaz,,URUGUAY,CI,CI2904171,1972,MALE,URUGUAY,Montevideo,Montevideo,017,2007,ACTIVE,,EMPLOYED,103011.71,,,,
C0000103,INDIVIDUAL,María,Bentancur,,URUGUAY,CI,CI4891647,2003,FEMALE,URUGUAY,Treinta y Tres,Vergara,002,2023,ACTIVE,,UNEMPLOYED,2996.51,,,,
C0000104,INDIVIDUAL,Raúl,Rodríguez Díaz,,URUGUAY,CI,CI3237611,1964,MALE,URUGUAY,Canelones,Atlántida,018,2007,CLOSED,2020,EMPLOYED,61086.53,,,,
C0000105,INDIVIDUAL,Juan,Fernández Pérez,,URUGUAY,CI,CI5243748,1996,MALE,URUGUAY,Montevideo,Montevideo,017,2022,CLOSED,2023,STUDENT,35566.66,,,,
C0000106,INDIVIDUAL,Ángel,Castro,,URUGUAY,CI,CI3936463,1989,OTHER_OR_UNSPECIFIED,URUGUAY,Paysandú,Paysandú,034,2021,ACTIVE,,UNEMPLOYED,50590.01,,,,
C0000107,INDIVIDUAL,Alfredo,Díaz Martínez,,URUGUAY,CI,CI1469488,1956,MALE,URUGUAY,Maldonado,Maldonado,005,2016,ACTIVE,,RETIRED,39124.49,,,,
C0000108,INDIVIDUAL,Florencia,Álvarez Pereira,,URUGUAY,CI,CI4026187,1997,FEMALE,URUGUAY,Canelones,Toledo,023,2016,ACTIVE,,OTHER,33552.14,,,,
C0000109,INDIVIDUAL,Leandro,Acosta,,URUGUAY,CI,CI3129263,1985,MALE,URUGUAY,Canelones,Atlántida,019,2020,ACTIVE,,OTHER,49410.74,,,,
C0000110,INDIVIDUAL,Sergio,Machado,,URUGUAY,CI,CI2211983,1972,MALE,URUGUAY,Tacuarembó,Tacuarembó,004,2002,CLOSED,2026,RETIRED,63370.03,,,,
C0000111,INDIVIDUAL,Nicolás,Díaz,,URUGUAY,CI,CI4096301,1997,MALE,URUGUAY,Tacuarembó,Tacuarembó,024,2025,ACTIVE,,UNEMPLOYED,62676.69,,,,
C0000112,INDIVIDUAL,Benjamín,González,,URUGUAY,CI,CI4857951,1999,MALE,URUGUAY,Montevideo,Montevideo,026,2021,ACTIVE,,EMPLOYED,112637.36,,,,
C0000113,INDIVIDUAL,Nicolás,Martínez,,URUGUAY,CI,CI5470460,1981,MALE,URUGUAY,Durazno,Sarandí del Yí,021,2016,ACTIVE,,SELF_EMPLOYED,249901.54,,,,
C0000114,INDIVIDUAL,Yudith,Sánchez,,CUBA,PASSPORT,PHI8481359,1982,FEMALE,URUGUAY,Canelones,Ciudad de la Costa,023,2026,ACTIVE,,EMPLOYED,95361.88,,,,
C0000115,INDIVIDUAL,Paula,Martínez,,URUGUAY,CI,CI1606252,1964,FEMALE,URUGUAY,Colonia,Juan Lacaze,003,1986,ACTIVE,,OTHER,30184.57,,,,
C0000116,INDIVIDUAL,Gustavo,Álvarez,,URUGUAY,CI,CI5297133,2000,MALE,URUGUAY,Canelones,Pando,018,2023,ACTIVE,,EMPLOYED,76684.48,,,,
C0000117,INDIVIDUAL,Mariana,Gómez,,URUGUAY,CI,CI4978180,1996,FEMALE,URUGUAY,Montevideo,Montevideo,001,2021,ACTIVE,,SELF_EMPLOYED,23249.87,,,,
C0000118,BUSINESS,,,Agropecuaria Uruguay,,RUT,RUT96554798256,,,URUGUAY,Montevideo,Montevideo,017,2019,ACTIVE,,,,AGRICULTURE,MICRO,2002,12950786.49
C0000119,INDIVIDUAL,José,Bentancur,,URUGUAY,CI,CI3079953,1965,MALE,URUGUAY,Montevideo,Montevideo,017,2023,ACTIVE,,RETIRED,28468.58,,,,
C0000120,INDIVIDUAL,Adriana,Gómez,,URUGUAY,CI,CI2952508,1966,FEMALE,URUGUAY,Maldonado,Punta del Este,013,2006,CLOSED,2022,RETIRED,27849.14,,,,
C0000121,INDIVIDUAL,Laura,López,,URUGUAY,CI,CI5595514,1997,FEMALE,URUGUAY,Salto,Salto,018,2015,CLOSED,2016,EMPLOYED,169272.23,,,,
C0000122,INDIVIDUAL,Andrea,Gómez,,URUGUAY,CI,CI5324389,2001,FEMALE,URUGUAY,Colonia,Colonia del Sacramento,027,2019,ACTIVE,,UNEMPLOYED,17729.21,,,,
C0000123,INDIVIDUAL,Marcelo,Moreira,,URUGUAY,CI,CI2823273,1952,MALE,URUGUAY,Canelones,Pando,020,2010,ACTIVE,,RETIRED,48715.36,,,,
C0000124,INDIVIDUAL,Yadier,Ramírez Hernández,,CUBA,FOREIGN_ID,FRF24299008,1998,MALE,URUGUAY,Montevideo,Montevideo,025,2023,CLOSED,2023,EMPLOYED,75529.43,,,,
C0000125,INDIVIDUAL,Lucía,Cardozo,,URUGUAY,CI,CI4443726,1991,FEMALE,URUGUAY,Montevideo,Montevideo,017,2011,CLOSED,2017,SELF_EMPLOYED,66009.58,,,,
C0000126,INDIVIDUAL,Andrea,Cabrera,,URUGUAY,CI,CI2987127,1950,FEMALE,URUGUAY,Cerro Largo,Melo,005,2017,ACTIVE,,RETIRED,53560.44,,,,
C0000127,INDIVIDUAL,Verónica,Fernández,,URUGUAY,CI,CI5761281,2000,FEMALE,URUGUAY,Florida,Cardal,029,2019,ACTIVE,,EMPLOYED,56363.82,,,,
C0000128,INDIVIDUAL,Luis,Olivera,,URUGUAY,CI,CI3627460,1977,MALE,ARGENTINA,,,026,2025,ACTIVE,,EMPLOYED,102230.12,,,,
C0000129,INDIVIDUAL,Jimena,Gómez,,URUGUAY,CI,CI3827972,1983,FEMALE,URUGUAY,Salto,Salto,037,2024,CLOSED,2024,EMPLOYED,47788.92,,,,
C0000130,INDIVIDUAL,María,Olivera,,URUGUAY,CI,CI4099181,1991,FEMALE,URUGUAY,Montevideo,Montevideo,026,2026,ACTIVE,,EMPLOYED,150870.09,,,,
C0000131,INDIVIDUAL,Gerardo,González Pérez,,URUGUAY,CI,CI4204615,1993,MALE,URUGUAY,Montevideo,Montevideo,026,2019,ACTIVE,,EMPLOYED,141712.66,,,,
C0000132,INDIVIDUAL,Carlos,Castro Suárez,,URUGUAY,CI,CI5093943,1992,MALE,URUGUAY,Colonia,Colonia del Sacramento,027,2023,ACTIVE,,EMPLOYED,53688.6,,,,
C0000133,BUSINESS,,,Estudio Oriental,,RUT,RUT67637842419,,,URUGUAY,Rivera,Masoller,019,2006,CLOSED,2022,,,PROFESSIONAL_SERVICES,MICRO,2004,4870640.1
C0000134,INDIVIDUAL,Gonzalo,Moreira,,URUGUAY,CI,CI4823171,1996,MALE,URUGUAY,Montevideo,Montevideo,025,2020,CLOSED,2025,EMPLOYED,35131.14,,,,
C0000135,INDIVIDUAL,Thiago,Ferreira,,URUGUAY,CI,CI4100596,1997,MALE,URUGUAY,Tacuarembó,Ansina,024,2017,ACTIVE,,EMPLOYED,73362.31,,,,
C0000136,INDIVIDUAL,Juan,Barrios,,URUGUAY,CI,CI4014190,1950,MALE,URUGUAY,Montevideo,Montevideo,017,2022,ACTIVE,,RETIRED,52300.06,,,,
C0000137,INDIVIDUAL,Juan,Acosta,,URUGUAY,CI,CI1875193,1956,MALE,URUGUAY,Rivera,Rivera,004,1981,ACTIVE,,RETIRED,48354.47,,,,
