card_id,customer_id,product_id,linked_account_id,issue_year,card_status,closing_year,issue_channel
K0000034,C0000038,P009,A0000072,2017,ACTIVE,,BRANCH
K0000035,C0000039,P009,A0000073,2019,ACTIVE,,BRANCH
K0000036,C0000042,P009,A0000076,2012,CLOSED,2014,BRANCH
K0000037,C0000046,P009,A0000080,2020,CLOSED,2025,REMOTE_ASSISTED
K0000038,C0000046,P009,A0000081,2020,CLOSED,2023,BRANCH
K0000039,C0000050,P009,A0000090,2019,ACTIVE,,REMOTE_ASSISTED
K0000040,C0000004,P010,,2011,ACTIVE,,BRANCH
K0000041,C0000007,P010,,2019,CLOSED,2024,BRANCH
K0000042,C0000007,P010,,2020,CLOSED,2023,DIGITAL
K0000043,C0000010,P010,,2018,CLOSED,2024,BRANCH
K0000044,C0000020,P010,,2019,CLOSED,2019,BRANCH
K0000045,C0000023,P010,,2003,CLOSED,2015,BRANCH
K0000046,C0000023,P010,,2009,CLOSED,2011,BRANCH
K0000047,C0000029,P011,,2014,CLOSED,2018,BRANCH
K0000048,C0000030,P010,,2014,ACTIVE,,REMOTE_ASSISTED
K0000049,C0000031,P010,,2005,CLOSED,2015,BRANCH
K0000050,C0000033,P010,,2017,ACTIVE,,BRANCH
K0000051,C0000037,P011,,2019,CLOSED,2022,BRANCH
K0000052,C0000047,P010,,1993,CLOSED,1995,BRANCH
K0000053,C0000002,P009,A0000007,2021,ACTIVE,,REMOTE_ASSISTED
K0000054,C0000002,P010,,2021,CLOSED,2024,DIGITAL
K0000055,C0000003,P010,,2021,CLOSED,2021,BRANCH
K0000056,C0000009,P010,,2021,ACTIVE,,BRANCH
K0000057,C0000010,P010,,2021,CLOSED,2023,BRANCH
K0000058,C0000015,P009,A0000034,2021,CLOSED,2025,BRANCH
K0000059,C0000018,P009,A0000037,2021,ACTIVE,,REMOTE_ASSISTED
K0000060,C0000019,P009,A0000039,2021,CLOSED,2022,BRANCH
K0000061,C0000021,P009,A0000041,2021,ACTIVE,,BRANCH
K0000062,C0000033,P010,,2021,ACTIVE,,BRANCH
K0000063,C0000038,P010,,2021,ACTIVE,,BRANCH
K0000064,C0000039,P011,,2021,ACTIVE,,DIGITAL
K0000065,C0000046,P009,A0000082,2021,CLOSED,2025,BRANCH
K0000066,C0000050,P010,,2021,ACTIVE,,DIGITAL
K0000067,C0000004,P009,A0000011,2022,ACTIVE,,REMOTE_ASSISTED
K0000068,C0000005,P010,,2022,ACTIVE,,REMOTE_ASSISTED
K0000069,C0000006,P010,,2022,ACTIVE,,DIGITAL
K0000070,C0000007,P009,A0000021,2022,ACTIVE,,DIGITAL
K0000071,C0000007,P009,A0000022,2022,ACTIVE,,BRANCH
K0000072,C0000007,P010,,2022,ACTIVE,,REMOTE_ASSISTED
K0000073,C0000016,P010,,2022,CLOSED,2024,BRANCH
K0000074,C0000018,P009,A0000038,2022,CLOSED,2025,REMOTE_ASSISTED
K0000075,C0000020,P010,,2022,ACTIVE,,BRANCH
K0000076,C0000025,P011,,2022,ACTIVE,,BRANCH
K0000077,C0000030,P009,A0000058,2022,ACTIVE,,REMOTE_ASSISTED
K0000078,C0000039,P011,,2022,CLOSED,2024,BRANCH
K0000079,C0000043,P009,A0000077,2022,CLOSED,2025,REMOTE_ASSISTED
K0000080,C0000046,P011,,2022,CLOSED,2025,DIGITAL
K0000081,C0000001,P009,A0000006,2023,ACTIVE,,BRANCH
K0000082,C0000007,P009,A0000023,2023,CLOSED,2025,BRANCH
K0000083,C0000007,P011,,2023,ACTIVE,,BRANCH
K0000084,C0000010,P010,,2023,ACTIVE,,BRANCH
K0000085,C0000022,P009,A0000043,2023,ACTIVE,,DIGITAL
K0000086,C0000022,P009,A0000044,2023,ACTIVE,,DIGITAL
K0000087,C0000028,P010,,2023,ACTIVE,,BRANCH
K0000088,C0000032,P011,,2023,ACTIVE,,BRANCH
K0000089,C0000039,P010,,2023,ACTIVE,,DIGITAL
K0000090,C0000050,P009,A0000091,2023,ACTIVE,,BRANCH
K0000091,C0000050,P009,A0000092,2023,CLOSED,2025,BRANCH
K0000092,C0000004,P010,,2024,ACTIVE,,REMOTE_ASSISTED
K0000093,C0000005,P009,A0000013,2024,ACTIVE,,DIGITAL
K0000094,C0000005,P010,,2024,ACTIVE,,BRANCH
K0000095,C0000010,P010,,2024,CLOSED,2026,BRANCH
K0000096,C0000013,P009,A0000031,2024,ACTIVE,,DIGITAL
K0000097,C0000013,P009,A0000032,2024,ACTIVE,,DIGITAL
K0000098,C0000013,P010,,2024,CLOSED,2024,BRANCH
K0000099,C0000028,P010,,2024,ACTIVE,,REMOTE_ASSISTED
K0000100,C0000031,P009,A0000065,2024,CLOSED,2025,REMOTE_ASSISTED
K0000101,C0000032,P009,A0000066,2024,ACTIVE,,DIGITAL
K0000102,C0000032,P010,,2024,ACTIVE,,DIGITAL
K0000103,C0000034,P010,,2024,ACTIVE,,DIGITAL
K0000104,C0000039,P010,,2024,ACTIVE,,DIGITAL
K0000105,C0000046,P009,A0000083,2024,CLOSED,2025,DIGITAL
K0000106,C0000006,P009,A0000016,2025,ACTIVE,,DIGITAL
K0000107,C0000006,P010,,2025,ACTIVE,,DIGITAL
K0000108,C0000009,P009,A0000027,2025,CLOSED,2026,BRANCH
K0000109,C0000011,P009,A0000030,2025,ACTIVE,,DIGITAL
K0000110,C0000011,P010,,2025,ACTIVE,,DIGITAL
K0000111,C0000013,P010,,2025,ACTIVE,,DIGITAL
K0000112,C0000016,P010,,2025,CLOSED,2025,DIGITAL
K0000113,C0000034,P010,,2025,ACTIVE,,DIGITAL
K0000114,C0000035,P009,A0000069,2025,ACTIVE,,DIGITAL
K0000115,C0000035,P011,,2025,ACTIVE,,BRANCH
K0000116,C0000037,P010,,2025,ACTIVE,,BRANCH
K0000117,C0000041,P009,A0000075,2025,ACTIVE,,DIGITAL
K0000118,C0000043,P010,,2025,CLOSED,2025,DIGITAL
K0000119,C0000044,P009,A0000078,2025,ACTIVE,,DIGITAL
K0000120,C0000046,P010,,2025,CLOSED,2025,DIGITAL
K0000121,C0000049,P009,A0000089,2025,ACTIVE,,DIGITAL
K0000122,C0000049,P011,,2025,ACTIVE,,DIGITAL
K0000123,C0000050,P009,A0000093,2025,ACTIVE,,DIGITAL
K0000124,C0000050,P009,A0000094,2025,ACTIVE,,REMOTE_ASSISTED
K0000125,C0000002,P010,,2026,ACTIVE,,DIGITAL
K0000126,C0000009,P010,,2026,ACTIVE,,DIGITAL
K0000127,C0000014,P009,A0000033,2026,CLOSED,2026,DIGITAL
K0000128,C0000017,P009,A0000036,2026,ACTIVE,,REMOTE_ASSISTED
K0000129,C0000017,P010,,2026,ACTIVE,,DIGITAL
K0000130,C0000021,P009,A0000042,2026,ACTIVE,,DIGITAL
K0000131,C0000029,P009,A0000057,2026,ACTIVE,,BRANCH
K0000132,C0000029,P011,,2026,ACTIVE,,REMOTE_ASSISTED
K0000133,C0000036,P009,A0000070,2026,ACTIVE,,DIGITAL
K0000134,C0000040,P009,A0000074,2026,ACTIVE,,DIGITAL
K0000135,C0000045,P009,A0000079,2026,ACTIVE,,DIGITAL
K0000136,C0000050,P010,,2026,ACTIVE,,BRANCH
