customer_id,customer_type,first_name,last_name,company_name,nationality,document_type,document_id,birth_year,gender,residence_country,residence_department,residence_locality,primary_branch_id,registration_year,customer_status,closing_year,employment_status,monthly_income,business_sector,company_size,foundation_year,annual_revenue
C0000030,INDIVIDUAL,Natalia,Castro,,URUGUAY,CI,CI1390728,1959,FEMALE,URUGUAY,San José,Puntas de Valdez,019,2010,ACTIVE,,SELF_EMPLOYED,78094.72,,,,
C0000031,INDIVIDUAL,Nadia,García,,OTHER,FOREIGN_ID,FDH41651957,1967,FEMALE,URUGUAY,Montevideo,Montevideo,004,2003,ACTIVE,,OTHER,30235.61,,,,
C0000032,INDIVIDUAL,Federico,Álvarez,,URUGUAY,CI,CI4679834,1988,MALE,URUGUAY,Tacuarembó,Tacuarembó,024,2023,ACTIVE,,EMPLOYED,67318.93,,,,
C0000033,INDIVIDUAL,Pablo,Silva,,URUGUAY,CI,CI3491092,1989,MALE,BRAZIL,,,019,2017,ACTIVE,,EMPLOYED,167372.31,,,,
C0000034,INDIVIDUAL,Javier,Rodríguez,,URUGUAY,CI,CI4380451,1988,MALE,URUGUAY,Maldonado,Maldonado,013,2022,ACTIVE,,SELF_EMPLOYED,160592.2,,,,
C0000035,INDIVIDUAL,Gustavo,Fernández,,URUGUAY,CI,CI1525859,1965,MALE,URUGUAY,Cerro Largo,Río Branco,010,2024,ACTIVE,,EMPLOYED,138591.08,,,,
C0000036,INDIVIDUAL,Patricia,Cardozo,,URUGUAY,CI,CI5824458,2007,FEMALE,URUGUAY,Salto,Salto,035,2026,ACTIVE,,EMPLOYED,75736.57,,,,
C0000037,INDIVIDUAL,Cruz,Sosa,,URUGUAY,CI,CI5621088,1993,OTHER_OR_UNSPECIFIED,URUGUAY,Canelones,Las Piedras,023,2019,ACTIVE,,SELF_EMPLOYED,96793.34,,,,
C0000038,INDIVIDUAL,Romina,Rodríguez,,URUGUAY,CI,CI2727797,1985,FEMALE,URUGUAY,Soriano,Dolores,027,2014,ACTIVE,,SELF_EMPLOYED,34297.18,,,,
C0000039,INDIVIDUAL,Sandra,Méndez,,URUGUAY,CI,CI3656436,1984,FEMALE,URUGUAY,Montevideo,Montevideo,025,2019,ACTIVE,,SELF_EMPLOYED,95145.68,,,,
C0000040,INDIVIDUAL,María,Díaz,,URUGUAY,CI,CI3762219,1988,FEMALE,URUGUAY,Montevideo,Montevideo,019,2026,ACTIVE,,EMPLOYED,193109.13,,,,
C0000041,INDIVIDUAL,Gabriel,Méndez Techera,,URUGUAY,CI,CI5733986,1994,MALE,URUGUAY,Montevideo,Montevideo,025,2025,ACTIVE,,EMPLOYED,62188.54,,,,
C0000042,BUSINESS,,,Distribuidora del Plata,,RUT,RUT93416000549,,,URUGUAY,Cerro Largo,Melo,005,2011,CLOSED,2017,,,COMMERCE,MICRO,1930,3247856.73
C0000043,INDIVIDUAL,José,Martínez González,,URUGUAY,CI,CI2912091,1968,MALE,URUGUAY,Salto,Salto,032,2022,CLOSED,2025,EMPLOYED,68111.82,,,,
C0000044,INDIVIDUAL,Nathan,Chen,,OTHER,FOREIGN_ID,FYL25233416,2007,MALE,URUGUAY,Montevideo,Montevideo,017,2025,ACTIVE,,EMPLOYED,51446.75,,,,
C0000045,INDIVIDUAL,Adrián,López,,URUGUAY,CI,CI5869760,2006,MALE,URUGUAY,Flores,La Casilla,033,2026,ACTIVE,,STUDENT,36187.91,,,,
C0000046,INDIVIDUAL,Luis,Ramos,,URUGUAY,CI,CI2557256,1981,MALE,URUGUAY,Montevideo,Montevideo,026,2020,CLOSED,2025,EMPLOYED,42024.76,,,,
C0000047,INDIVIDUAL,Virginia,García,,URUGUAY,CI,CI1588600,1959,FEMALE,URUGUAY,Durazno,Durazno,001,1987,CLOSED,1995,EMPLOYED,48717.79,,,,
C0000048,INDIVIDUAL,Héctor,García Pérez,,URUGUAY,CI,CI3214845,1975,MALE,URUGUAY,Montevideo,Montevideo,026,2021,CLOSED,2022,UNEMPLOYED,20340.28,,,,
C0000049,INDIVIDUAL,Laura,Cabrera,,URUGUAY,CI,CI3770556,1978,FEMALE,URUGUAY,Soriano,Cardona,031,2024,ACTIVE,,SELF_EMPLOYED,99467.64,,,,
C0000050,INDIVIDUAL,Víctor,Cardozo,,URUGUAY,CI,CI1966213,1953,MALE,URUGUAY,Montevideo,Montevideo,025,2018,ACTIVE,,RETIRED,40729.5,,,,
